Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
341843.2881645308,340977.47099131,338451.366239949,342331.45026343473,337799.05292976537,334009.62758179044,340873.4012691261,343055.1103419197
341873.8653509457,340985.5176193139,338464.7772866222,342344.324868241,337826.41146497865,334023.03862846363,340855.1622456506,343050.2823651174
341826.65846665605,340986.05406118085,338461.55863542063,342334.13247276936,337799.58937163226,334025.1843959313,340860.52666431986,343061.54764432285
341833.0957690592,341004.8295265233,338461.55863542063,342357.1994730472,337807.09955776925,334036.9861170037,340869.64617605763,343064.76629552443
341847.57969946624,340997.85578225326,338457.80354235217,342345.93419384176,337809.7817671039,334031.0852564675,340867.5004085899,343075.49513286294
341854.5534437363,341001.6108753217,338458.3399842191,342347.54351944255,337813.5368601724,334042.8869775399,340869.1097341907,343078.7137840645
341864.7458392079,341004.2930846564,338463.1679610214,342330.37737970083,337821.0470463094,334038.5954426045,340863.74531552143,343076.0315747299
341868.50093227637,341006.4388521241,338470.6781471584,342351.298612511,337833.92165111564,334036.9861170037,340856.7715712514,343080.3231096653
341864.7458392079,341004.2930846564,338480.33410076314,342365.78254291805,337828.5572324464,334040.2047682053,340867.5004085899,343083.00531899993
341842.7517226639,341011.26682892645,338475.5061239608,342348.6164031764,337815.6826276401,334052.5429311446,340881.98433899693,343077.6409003307
341863.67295547406,341005.9024102572,338478.1883332954,342371.68340345426,337843.5776047203,334043.95986127376,340882.5207808639,343084.0782027338
341877.0840021472,341012.3397126603,338488.91717063397,342373.829170922,337827.4843487125,334046.6420706084,340878.7656877954,343081.39599339914
341860.9907461394,341009.65750332567,338493.2087055694,342393.6775199983,337832.8487673818,334047.17851247534,340897.0047112709,343083.00531899993
341885.6670720181,341025.7507593335,338499.6460079725,342377.0478221235,337861.2801863289,334056.2980242131,340884.13010646467,343094.27059820545
341899.61456055817,341028.96941053506,338510.911287178,342379.7300314582,337863.42595379666,334054.6886986123,340876.0834784607,343088.90617953613
341873.32890907873,341028.4329686681,338521.1036826496,342395.28684559907,337840.3589535188,334054.6886986123,340891.64029260166,343089.97906327003
341875.47467654647,341031.6516198697,338517.3485895811,342388.313101329,337858.06153512734,334052.5429311446,340890.56740886776,343094.80704007234
341876.01111841336,341031.6516198697,338522.17656638345,342400.11482240143,337847.33269778884,334058.4437916808,340889.4945251339,343100.70790060854
341868.50093227637,341030.0422942689,338519.4943570488,342414.59875280847,337842.5047209865,334067.5633034186,340905.05133927485,343103.9265518101
341903.36965362664,341031.11517800274,338525.9316594519,342436.5928693525,337848.4055815227,334070.2455127532,340899.15047873865,343102.3172262093
341876.01111841336,341023.06854999886,338520.56724078266,342396.89617119986,337825.3385812448,334061.66244288237,340926.50901395193,343106.07231927785
341882.9848626834,341020.38634066423,338515.7392639803,342418.8902877439,337850.01490712346,334068.6361871524,340920.6081534157,343117.8740403502
341888.3492813527,341036.47959667206,338501.7917754402,342395.823287466,337851.62423272425,334089.02097809565,340901.8326880733,343117.8740403502
341909.8069560298,341052.5728526799,338502.32821730716,342400.11482240143,337870.93613993365,334095.4582804988,340929.7276651535,343114.6553891487
341938.23837497697,341048.28131774446,338499.6460079725,342414.59875280847,337880.05565167137,334090.09386182955,340937.7742931574,343119.483365951
341925.9002120376,341050.42708521214,338507.6926359764,342403.33347360295,337886.4929540745,334095.99472236575,340947.966688629,343121.0926915518
341930.191746973,341046.1355502767,68.6645589667033,-3529015.008093716,-3543228.5717998235,-3583714.912380566,-3521290.2452099617,-3593963.0978063466
341928.04597950535,341056.8643876153,338511.4477290449,342426.4004738809,337869.32681433286,334102.9684666358,340929.7276651535,343129.1393195557
341937.70193311,341065.983899353,338523.2494501173,342431.7648925501,337907.9506287516,334099.21337356727,340919.5352696819,343146.3054592974
341929.6553051061,341068.6661086877,338531.29607812123,342433.9106600178,337893.46669834456,334099.21337356727,340923.29036275035,343147.91478489817
341936.0926075092,341072.9576436231,338537.19693865743,342427.4733576147,338069.95607256365,1103.460920269599,-2468486.066876181,-2686152.7188006304
341944.67567738006,341068.6661086877,338537.19693865743,342439.2750786871,337897.75823328,334103.5049085027,340932.946316355,343143.62324996275
341924.2908864368,341064.9110156192,338544.1706829275,342442.4937298887,337880.5920935383,334106.72355970426,340943.13871182664,343147.3783430312
341917.8535840337,341071.3483180223,338539.3427061251,342417.81740401,337875.22767486906,334113.6973039743,340953.8675491652,343158.64362223673
341951.1129797832,341076.7127366916,338548.4622178629,342432.3013344171,337913.3150474209,334112.62442024046,340942.60226995975,343155.42497103516
341936.6290493762,341072.42120175617,338552.7537527983,342436.05642748554,337898.8311170139,334114.23374584125,340960.84129343525,343158.1071803698
341948.9672123155,341078.32206229237,338555.9724039999,342436.5928693525,337886.4929540745,334119.5981645105,340956.01331663295,343154.35208730126
341932.87395630765,341083.6864809616,338556.50884586683,342432.83777628397,337896.68534954614,334119.5981645105,340964.0599446368,343165.0809246398
341951.1129797832,341083.15003909473,338578.5029624108,342457.5141021626,337905.26841941697,334121.74393197824,340973.71589824156,343161.86227343825
341942.5299099124,341087.97801589704,338572.0656600077,342437.1293112194,337896.68534954614,334118.52528077667,340984.44473558007,343162.3987153052
341959.69604965404,341096.024643901,338562.9461482699,342439.811520554,337922.43455915863,334127.1083506475,340975.3252238423,343176.88264571223
341967.7426776579,341099.77973696945,338569.3834506731,342451.6132416264,337926.18965222716,334128.7176762483,340972.10657264077,343170.98178517603
341937.70193311,341097.0975276348,338580.1122880116,342444.6394973564,337906.87774501776,334124.9625831798,340990.8820379832,343164.008040906
341946.8214448478,341105.68059750565,338580.64872987854,342440.34796242096,337915.99725675554,334137.83718798606,340986.05406118085,343171.518227043
341945.7485611139,341100.3161788364,338575.8207530762,342459.65986963036,337918.67946609017,334133.0092111837,340991.4184798501,343169.37245957524
341983.29949179885,341097.63396950177,338595.6691021525,342473.07091630355,337955.1575130412,334139.98295545374,340969.96080517303,343177.4190875792
341968.8155613918,341105.14415563876,338596.2055440194,342474.1438000374,337957.30328050896,334137.83718798606,340980.6896425116,343182.2470643815
341967.7426776579,341112.1178999088,338597.2784277533,342479.50821870664,337932.09051276336,334146.95669972384,340983.3718518462,343183.8563899823
341984.90881739964,341122.84673724737,338598.35131148715,342478.4353349728,337973.9329783837,334143.2016066553,341006.97529399104,343181.7106225146
341975.2528637949,341122.84673724737,338601.0335208218,342487.5548467106,337959.9854898436,334151.78467652615,341010.1939451926,343186.00215745
341977.93507312954,341129.8204815174,338607.4708232249,342488.0912885775,337940.6735826342,334146.95669972384,341003.2202009225,343194.0487854539
341981.1537243311,341130.89336525125,338608.0072650918,342480.58110244054,337955.1575130412,334145.34737412306,340998.3922241202,343203.1682971917
341958.08672405325,341129.28403965046,338604.25217202335,342455.36833469494,337936.3820476988,334155.5397695947,340995.17357291863,343207.99627399404
341996.71053847205,341176.4909239401,338606.934381358,342483.26331177517,337967.4956759806,334153.39400212694,341005.9024102572,343202.6318553247
342021.3868643507,341173.80871460546,338601.5699626887,342483.79975364206,337966.4227922467,334163.58639759856,341010.1939451926,343206.38694839325
341994.5647710043,341167.90785406926,338610.68947442644,342482.1904280413,337960.5219317105,334158.2219789293,341015.0219219949,343213.3606926633
342009.04870141135,341166.83497033536,338612.29880002723,342493.4557072468,337970.7143271821,334168.95081626787,340998.9286659871,343222.4802044011
342026.75128301996,341164.15276100073,338616.59033496265,342492.91926537984,337984.1253738553,334163.58639759856,341006.4388521241,343213.3606926633
341991.34611980274,341153.9603655291,338623.0276373658,342504.1845445853,337962.6676991782,334171.6330256025,341027.3600849343,343225.1624137357
342024.0690736853,341159.8612260653,338632.1471491036,342511.1582888554,337981.44316452066,334175.9245605379,341025.7507593335,343219.79799506644
341975.78930566186,341157.71545859764,338634.8293584382,342509.5489632546,337960.5219317105,334185.0440722757,341041.8440153413,343217.1157857318
341984.3723755327,341161.4705516661,338631.0742653697,342496.6743584483,337950.8659781058,334181.8254210741,341034.3338292043,343225.69885560265
341998.8563059397,341176.4909239401,338634.29291657126,342493.4557072468,337971.25076904905,334197.382235215,341025.7507593335,343218.18866946566
141292.88688813293,2039729.003873945,1547536.0807819464,-684878.5501573742,-315746.4642222481,-4270832.570890495,-1809881.3664771756,-2548158.412952234
342010.65802701213,341167.90785406926,338628.928497902,342512.7676144561,337987.34402505687,334201.1373282835,341041.30757347436,343232.13615800574
342026.75128301996,341163.0798772669,338633.75647470437,342511.6947307223,337998.07286239543,334198.4551189488,341043.989782809,343229.4539486711
341985.44525926653,341163.0798772669,338638.5844515067,342503.11166085146,337970.7143271821,334210.25684002123,341056.8643876153,343240.1827860097
342021.3868643507,341174.8815983393,338630.5378235028,342507.9396376538,337998.6093042623,334217.23058429133,341031.6516198697,343240.1827860097
342028.8970504877,341172.1993890047,338630.00138163584,342511.6947307223,338003.97372293164,334218.8399098921,341056.8643876153,343248.7658558805
342045.5267483624,341175.95448207314,338628.39205603505,342529.3973123309,338020.60342080635,334229.56874723063,341043.4533409421,343255.73960015055
342045.5267483624,341165.7620866015,338644.4853120429,342529.93375419785,338023.285630141,334216.15770055744,341053.6457364137,343253.5938326829
342011.1944688791,341166.83497033536,340301.5542389815,8830.36957149143,-1530354.3842261296,-3298054.7902649394,558146.8413051178,-481160.4596567702
342024.0690736853,341171.1265052708,338658.9692424499,342535.2981728671,337997.5364205285,334219.91279362596,341062.22880628455,343258.95825135213
342014.4131200806,341169.51717967005,338682.03624272783,342554.6100800765,337986.271141323,334226.35009602905,341084.7593646955,343258.95825135213
342034.7979110239,341179.1731332747,338678.81759152625,342574.99487101974,338017.9212114717,334236.0060496338,341069.2025505546,343261.1040188198
342054.6462601002,341183.46466821013,338676.6718240585,342560.5109406127,338020.06697893946,334229.03230536374,341069.2025505546,343263.24978628755
342001.53851527435,341182.3917844763,338676.1353821916,342573.38554541895,338029.72293254413,334239.22470083536,341084.7593646955,343268.0777630899
342020.3139806168,341201.7036916857,338669.6980797885,342564.8024755481,337977.6880714522,334241.37046830304,341082.6135972278,343275.05150735995
342053.57337636634,341198.4850404841,338676.6718240585,342562.1202662135,338028.11360694334,334237.61537523457,341087.97801589704,343277.7337166946
342059.47423690255,341204.3859010203,338670.2345216554,342572.3126616851,337999.6821879962,334234.93316589994,341090.6602252317,343278.8066004284
342236.5000529886,341290.2165997287,338651.99549817987,342518.66847499233,338009.87458346784,334234.396724033,341059.5465969499,343260.03113508597
342194.1211455013,341276.8055530555,338668.62519605464,342548.17277767335,338031.3322581449,334234.396724033,341042.38045720826,343272.9057398922
342201.63133163826,341269.83180878544,338680.96335899393,342548.17277767335,338031.86870001187,334225.81365416216,341055.2550620145,343265.3955537553
342151.2057961471,341251.056343443,338707.2490104734,342573.9219872859,338005.58304853237,334242.4433520369,341083.6864809616,343256.8124838844
342146.9142612117,341245.1554829068,338704.56680113875,342573.38554541895,338027.0407232095,334240.8340264361,341101.38906257023,343262.7133444206
342138.33119134087,341244.08259917295,338707.2490104734,342574.99487101974,338010.9474672017,334239.76114270225,341090.1237833648,343263.24978628755
342132.96677267156,341247.30125037447,338708.85833607416,342568.5575686166,338007.7288160001,334240.8340264361,341097.0975276348,343273.9786236261
342130.8210052039,341237.6452967698,338714.75919661036,342576.6041966205,338022.7491882741,334239.76114270225,341086.9051321632,343278.8066004284
342143.1591681432,341247.8376922414,338723.3422664812,342584.6508246244,338046.3526304189,334259.6094917786,341089.05089963094,343285.7803446985
342145.84137747786,341258.03008771304,338721.7329408804,342578.7499640882,338037.769560548,334258.5366080447,341086.9051321632,343285.7803446985
342120.62860973226,341254.27499464457,338716.36852221115,342576.6041966205,338047.42551415274,334267.6561197825,341091.73310896556,343295.97274017014
342143.1591681432,341248.37413410837,338730.3160107513,342584.1143827575,338059.22723522515,334259.07304991165,341109.4356905742,343295.4362983032
342112.0455398614,341247.30125037447,338724.4151502151,342586.79659209214,338038.30600241496,334265.5103523148,341107.8263649734,343307.2380193756
342128.67523773614,341255.8843202453,338732.461778219,342585.18726649135,338040.9882117496,334274.09342218563,341110.508574308,343306.70157750865
342128.67523773614,341249.4470178422,338733.5346619528,342589.47880142677,338068.8831888298,334282.1400501895,341113.19078364264,343311.529554311
342139.94051694166,341249.98345970915,338741.58128995675,342603.42628996685,338064.5916538944,334278.38495712104,341111.58145804185,343313.6753217787
342134.03965640545,341252.12922717683,338750.1643598276,342599.13475503144,338056.5450258905,334280.5307245887,341122.3102953804,343312.06599617796
342115.26419106295,341240.8639479714,338751.2372435614,342589.47880142677,338043.1339792173,334285.3587013911,341125.528946582,343314.21176364564
342146.37781934475,341256.9572039792,338752.8465691622,342597.52542943065,338081.75779363606,334291.2595619273,341130.3569233843,343310.99311244406
342127.06591213535,341251.5927853099,338750.1643598276,342596.4525456968,338076.92981683376,334294.47821312887,341121.2374116466,343315.2846473795
342117.4099585307,341251.5927853099,338754.99233662995,342597.52542943065,338062.4458864267,334288.57735259266,341149.6688305937,343317.4304148472
342124.9201446677,341252.12922717683,338743.19061555754,342631.85770891403,338096.77816591004,334296.62398059655,341143.2315281906,343327.0863684519
342124.3837028007,341313.8200418735,338744.79994115833,342610.40003423695,338083.36711923685,334310.03502726974,341152.3510399283,343319.5761823149
342124.9201446677,341300.4089952003,338763.5754065008,342631.3212670471,338074.2476074991,334305.2070504674,341156.64257486374,343326.549926585
342095.9522838536,341289.14371599484,338767.33049956925,342627.5661739786,338071.56539816444,334305.7434923343,341166.83497033536,343331.91434525425
342106.1446793252,341299.87255333335,338761.42963903304,342630.7848251802,338069.95607256365,334315.93588780594,341153.4239236622,343337.81520579045
342133.5032145385,341296.65390213183,338770.0127089039,342653.85182545806,338088.73153790616,334304.6706086005,341149.6688305937,343337.2787639235
342135.1125401393,341298.7996695995,338775.3771275732,342636.6856857164,338087.65865417226,334304.13416673354,341163.0798772669,343339.42453139124
342229.5263087185,341363.1726936308,338741.0448480898,342616.30089477316,338106.4341195147,334320.7638646083,341116.94587671116,343344.7889500605
342219.8703551138,341361.56336803,338748.5550342268,342627.5661739786,338106.4341195147,334330.419818213,341115.87299297727,343341.5702988589
342235.4271692547,341358.34471682843,338757.1381040976,342624.883964644,338109.1163288494,334325.0553995437,341127.6747140497,343343.1796244597
342199.4855641706,341342.78790268756,338760.89319716615,342614.1551273054,338088.73153790616,334317.54521340673,341136.79422578745,343346.93471752823
342212.8966108438,341343.8607864214,843750.637024717,42773.192259453805,2292667.7814326026,42345.11164964577,42828.982213614254,1167259.4150614042
342196.80335483595,341327.7675304136,338766.2576158354,349365.2760225864,70646.175223133,-904940.4150176544,3234705.8337576194,-2618806.7339428347
342165.68972655415,341314.3564837404,338783.42375557707,342773.47836178285,282586.3102181328,-4393198.7158296965,3270854.505402387,-455692.88202439336
342157.6430985502,341320.79378614353,338785.03308117785,342643.65942998644,338067.273863229,334322.909632076,341193.65706368175,343361.95508980216
342152.27867988095,341325.08532107895,338780.74154624244,342645.8051974541,338072.63828189834,334328.8104926122,341196.3392730164,343367.85595033836
342160.8617497518,341322.9395536113,338787.7152905125,342669.9450814659,338088.73153790616,334330.419818213,341177.027365807,343381.26699701155
342178.0278894935,341320.2573442766,338783.42375557707,342677.45526760287,338110.18921258324,334341.68509741843,341171.1265052708,343391.9958343501
342182.3194244289,341332.059065349,338782.3508718432,342666.1899883974,338116.6265149864,335907.0224651125,8830.36957149143,-1184285.007033945
342168.9083777557,341322.4031117443,338794.6890347826,342682.2832444052,338126.28246859106,334342.2215392854,341176.4909239401,343391.4593924832
342178.5643313604,341325.6217629459,338810.7822907904,342686.57477934065,338105.3612357809,334336.3206787492,-2249995.976685998,342163.5439590864
342161.39819161873,341315.4293674743,338813.46450012503,342675.8459420021,338116.09007311944,334343.2944230192,341184.0011100771,343385.0220900801
342181.246540695,341319.7209024097,338810.24584892346,342669.9450814659,338128.42823605874,334334.1749112815,341165.22564473463,343400.042462354
342176.9550057596,341326.1582048128,338785.5695230448,342650.0967323896,338137.0113059296,334347.58595795464,341193.65706368175,343414.52639276104
342183.92875002965,341323.47599547816,338792.54326731485,342669.9450814659,338145.0579339335,334347.58595795464,341191.51129621407,343413.4535090272
342210.75084337604,341339.0328096191,338793.0797091818,342666.1899883974,338160.0783062075,334355.6325859586,341185.61043567787,343411.3077415595
342211.287285243,341329.9132978813,338803.8085465203,342664.5806627966,338145.0579339335,334351.34105102316,341203.3130172864,343409.1619740918
342191.43893616664,341324.0124373451,338824.19333746354,342681.21036067134,338147.74014326814,334351.34105102316,341212.4325290242,343402.18822982174
342195.19402923516,341327.7675304136,338824.19333746354,342688.7205468083,338138.62063153036,334358.3147952932,341204.3859010203,343410.77129969257
342218.79747138,341332.059065349,338830.6306398667,342686.0383374737,338162.7605155421,334353.48681849084,341204.3859010203,343407.0162066241
342196.266912969,341327.7675304136,338829.55775613285,342698.376500413,338149.3494688689,334354.55970222474,341216.1876220927,343418.8179276965
342198.94912230363,341333.1319490829,338830.09419799974,342718.22484948934,338137.5477477965,334368.5071907648,341211.35964529036,343417.2086020957
342226.3076575169,341349.2252050907,338826.8755467982,342715.00619828777,338183.14530648536,334380.30891183723,341199.55792421795,343404.87043915637
342244.0102391255,341353.5167400261,338829.0213142659,342701.5951516146,338191.19193448924,334378.16314436955,341203.84945915337,343403.2611135556
342218.261029513,341347.6158794899,338819.9018025281,342705.88668655,338183.14530648536,334380.8453537042,341226.91645943123,343411.3077415595
342217.1881457792,341348.68876322376,338825.26622119744,342702.66803534847,338170.807143546,334380.30891183723,341230.1351106328,343412.9170671603
342202.70421537216,341343.3243445545,338829.55775613285,342696.76717481227,338176.1715622153,334378.16314436955,341243.00971543905,343415.59927649493
342194.6575873682,341366.3913448324,338825.26622119744,342699.9858260138,338166.5156086106,334395.3292841112,341241.40038983827,343422.036578898
342219.33391324687,341368.00067043316,338830.6306398667,342688.1841049414,338190.1190507554,334395.3292841112,341243.00971543905,343422.573020765
342227.9169831177,341364.7820192316,338830.09419799974,342706.42312841694,338206.2123067632,334396.938609712,341233.89020370133,343427.93743943423
342242.40091352473,341366.3913448324,338837.60438413674,342716.0790820216,338200.311446227,334398.01149344584,341238.71818050364,343430.08320690197
342226.3076575169,341363.70913549775,338835.45861666906,342698.91294227995,338177.7808878161,334400.69370278047,341248.91057597526,343434.3747418374
342242.9373553917,341377.12018217094,338845.6510121407,342715.00619828777,338212.1131672994,334407.1310051836,341230.67155249976,343441.3484861074
342242.40091352473,341385.1668101748,338851.01543080993,342728.9536868279,338194.4105856908,334410.34965638514,341240.3275061044,343449.39511411136
342234.35428552085,341383.55748457403,338856.91629134613,342712.8604308201,338199.2385624932,334407.6674470505,341256.9572039792,343448.32223037747
342245.0831228594,341386.7761357756,338868.1815705516,342726.8079193602,338205.1394230294,334406.59456331667,341240.8639479714,343452.077323446
342228.45342498465,341385.1668101748,338873.00954735395,342722.51638442476,338190.1190507554,334408.7403307844,341235.49952930206,343452.077323446
492187.55867332924,2260694.7732799975,-3926832.2499790494,-1676911.375154421,-270539.97165441175,3385569.3799936036,1416700.5916476955,-4208086.038599734
342264.39503006876,341397.5049731142,338860.1349425477,342720.370616957,338240.00814437965,334420.00560998986,341261.7851807815,343459.587509583
342230.5991924524,341381.94815897325,338871.40022175317,342728.9536868279,338222.30556277104,334414.6411913206,341277.8784367893,343463.8790445184
342235.96361112164,341391.067670711,338872.473105487,342728.9536868279,338215.331818501,334423.22426119144,341266.61315758387,343469.24346318765
342242.9373553917,341391.604112578,338864.96291935,342734.31810549716,338234.10728384345,334429.66156359453,341262.32162264845,343469.7799050546
342233.281401787,341389.45834511024,338901.44096630113,342749.33847777115,338240.5445862466,334431.2708891953,341259.1029714469,343473.53499812307
342248.30177406094,341390.5312288441,338911.0969199058,342755.77578017424,338233.0344001096,334424.8335867922,341255.3478783784,343472.4621143892
342237.0364948555,341390.5312288441,338913.2426873735,342753.63001270656,338227.66998144035,334428.05223799375,341263.3945063823,343479.9723005262
342225.77121565,341387.84901950945,338919.67998977663,342769.7232687144,338229.81574890803,334431.8073310623,341270.3682506524,343476.2172074577
342235.96361112164,341400.1871824488,527343.8128642814,1130347.3866399988,-2385290.9070600164,427170.2679598651,-2525895.0025910144,-979090.6285155569
342245.0831228594,341406.6244848519,338903.05029190186,349365.2760225864,70646.71166499992,712247.2777661417,-4376623.198583508,-351227.8021845582
342269.2230068711,341417.35332219047,338907.8782687042,342783.67075725447,338237.325935045,334438.24463346537,341281.0970879909,343486.4096029293
342241.86447165784,341409.8431360535,338896.0765476318,342756.3122220412,551.4622392013358,-1189817.332007567,-1298238.6706159916,-1621786.0724670975
342261.17637886724,341412.5253453881,338894.46722203103,342770.2597105813,338242.6903537143,334451.65568013856,341293.97169279715,343493.3833471994
342273.51454180654,341427.00927579514,338902.513850035,342775.08768738364,338236.7894931781,334459.16586627555,341286.9979485271,343486.94604479626
342281.0247279435,341432.37369446445,338899.2951988334,342769.18682684744,338242.1539118474,337280.3136444466,35323.0876115665,-3919756.04531241
342293.8993327498,341430.76436886366,338906.8053849704,342770.7961524482,338277.02263319766,334449.5099126709,341284.8521810594,343508.9401613403
342291.21712341515,341429.6914851298,338904.65961750265,342786.88940845605,338266.2937958591,334457.55654067476,341288.07083226094,343513.76813814265
342294.4357746167,341435.0559037991,338904.12317563576,342780.4521060529,338255.02851665363,334455.4107732071,341305.23697200266,343509.4766032072
342279.9518442097,341436.1287875329,338901.977408168,342779.37922231905,338255.5649585205,334460.77519187634,341365.8549029654,1103.460920269599
342290.1442396813,341450.07627607306,338905.1960593696,342784.2071991214,338281.85060999996,334466.67605241254,341288.6072741279,343526.10630108195
342317.5027748946,341466.1695320809,338905.73250123655,342789.0351759237,338276.4861913307,334477.4048897511,341287.53439039405,343518.59611494496
342336.27824023704,341458.6593459439,338905.73250123655,342790.1080596576,338285.06926120154,334476.3320060172,341283.24285545864,343528.2520685497
342315.3570074269,341455.4406947423,338913.7791292404,342802.98266446387,338271.12177266146,334474.7226804164,341288.6072741279,343529.8613941505
342312.13835622533,341459.1957878108,338918.6071060428,342800.30045512924,338265.75735399214,334476.86844788416,341287.53439039405,343532.5436034851
342308.91970502376,341452.22204354074,338937.38257138524,342812.10217620165,338273.8039819961,334472.0404710818,341315.96580934117,343538.9809058882
